Brand,Model,Price,processor_brand,processor_tier,num_cores,num_threads,RAM,primary_storage_type,Storage,gpu_brand,gpu_type,display_size,OS
asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),144990,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
hp,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40609,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64990,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,15.6,windows
apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),132990,apple,m2,8,8,8,SSD,512,apple,apple,13.6,mac
apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),136990,apple,m2,8,8,8,SSD,512,apple,apple,13.3,mac
samsung,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),24990,intel,celeron,4,2,4,HDD,128,intel,integrated,10.1,windows
hp,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63990,intel,core i5,12,16,8,SSD,512,intel,integrated,15.6,windows
hp,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),24990,amd,other,2,2,8,HDD,1024,amd,integrated,14,windows
samsung,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),116990,intel,core i7,8,16,16,SSD,512,intel,integrated,15.6,windows
hp,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41750,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
realme,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),36990,intel,core i3,2,4,8,SSD,256,intel,integrated,14,windows
dell,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),52199,intel,core i5,4,8,8,HDD,1024,intel,integrated,15.6,windows
avita,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),21390,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,14,windows
hp,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),90464,intel,core i5,4,8,8,SSD,512,intel,integrated,14,windows
dell,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),87990,intel,core i7,4,8,8,SSD,256,nvidia,dedicated,13.3,windows
chuwi,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),21990,intel,other,4,4,8,SSD,256,intel,integrated,14.1,windows
chuwi,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),34990,intel,core i5,4,8,16,SSD,512,intel,integrated,14,windows
avita,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),32949,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,14,windows
lenovo,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),150000,intel,core i5,5,5,8,SSD,1024,intel,integrated,13.3,windows
dell,Dell G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),208490,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,16,windows
hp,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),79467,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56990,intel,core i5,8,12,16,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),54990,intel,core i3,6,8,8,SSD,512,intel,integrated,14,windows
hp,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),57500,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,dos
hp,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),54599,intel,core i5,10,12,8,SSD,512,intel,integrated,14,dos
lenovo,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),62999,intel,core i5,10,12,8,SSD,512,intel,integrated,14,dos
lenovo,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),36490,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
lenovo,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45990,intel,core i5,4,8,8,SSD,512,intel,integrated,14,dos
lenovo,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),46990,intel,core i5,4,8,8,SSD,512,intel,integrated,14,windows
msi,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),66350,intel,core i7,8,16,16,HDD,1024,nvidia,dedicated,15.6,windows
lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),62990,intel,core i7,10,12,16,SSD,512,intel,integrated,15.6,windows
dell,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)",36731,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
hp,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),51901,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,15.6,windows
dell,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),59890,intel,core i3,6,8,8,SSD,512,intel,integrated,14,windows
lenovo,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),73990,intel,core i5,8,12,16,SSD,1024,intel,integrated,14,windows
lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),61990,intel,core i5,8,12,16,SSD,1024,intel,integrated,14,windows
hp,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS),67288,intel,core i7,10,12,8,SSD,512,intel,integrated,15.6,dos
dell,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),74900,intel,core i5,10,12,8,SSD,512,intel,integrated,14,dos
dell,Dell Latitude 7440 14 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),152000,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),31990,intel,core i3,2,4,8,SSD,256,intel,integrated,15.6,windows
acer,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),29990,intel,core i3,8,8,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),46500,intel,core i5,4,8,16,SSD,1024,intel,integrated,15.6,windows
lenovo,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),218990,intel,core i7,10,12,16,SSD,1024,intel,integrated,14,windows
avita,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),32550,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
acer,Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),49990,intel,core i7,4,8,16,SSD,512,intel,integrated,14,windows
acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),44999,intel,core i5,10,12,16,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),42999,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
avita,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),19421,intel,celeron,2,2,8,SSD,256,intel,integrated,14,windows
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),189900,apple,m3,8,8,8,SSD,1024,apple,apple,14.2,mac
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),239900,apple,m3,12,12,8,SSD,1024,apple,apple,14.2,mac
lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),123190,intel,core i7,12,16,16,SSD,1024,intel,integrated,13.3,windows
asus,Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),32825,intel,celeron,2,2,8,HDD,128,intel,integrated,15.6,chrome
lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68990,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),107911,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51894,amd,ryzen 5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus Chromebook CX1400FKA-EC0168 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),30199,intel,celeron,2,2,8,HDD,128,intel,integrated,14,chrome
avita,Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),20999,intel,celeron,2,2,8,SSD,512,intel,integrated,15.6,windows
apple,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),169900,apple,m3,8,8,8,SSD,512,apple,apple,14.2,mac
hp,HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),155299,intel,core i7,10,12,16,SSD,512,intel,integrated,13.5,windows
hp,HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),111943,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16.1,windows
hp,HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),76599,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
hp,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
acer,Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),46490,intel,core i5,4,8,8,SSD,1024,intel,integrated,15.6,windows
lenovo,Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),46990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,dos
hp,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99470,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo Legion Pro 7 82WQ007UIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),359095,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,16,windows
microsoft,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),79990,intel,core i5,10,12,8,SSD,256,intel,integrated,12.4,windows
acer,Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),56990,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
acer,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),39800,amd,ryzen 5,6,12,16,SSD,1024,amd,integrated,15.6,windows
dell,Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),88990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
lenovo,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),55190,intel,core i5,4,8,16,SSD,512,nvidia,dedicated,15.6,windows
hp,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),112990,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16.1,windows
asus,Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),86500,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,15.6,windows
msi,MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),199990,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,16,windows
dell,Dell G15-5530 15 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),105490,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,15.6,windows
lenovo,Lenovo IdeaPad Flex 5 82R9008FIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),61990,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,14,windows
asus,Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),47550,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,14,windows
asus,Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),64990,amd,ryzen 5,6,12,16,SSD,1024,intel,integrated,15.6,windows
lenovo,Lenovo Thinkpad L14 Gen 2 20X1S10V00 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),49499,intel,core i3,2,4,8,SSD,512,intel,integrated,14,dos
lenovo,Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),36990,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,15.6,windows
hp,HP Omen 16-k0789TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),90999,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,16.1,windows
lenovo,Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),34590,intel,core i3,6,8,8,SSD,256,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),32490,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,15.6,windows
asus,Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99111,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,16,windows
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),55700,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
hp,HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35900,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),70190,amd,ryzen 7,8,16,8,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo Yoga 7 82YL0095IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),92190,intel,core i5,12,16,16,SSD,1024,intel,integrated,14,windows
asus,Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),27990,intel,celeron,2,2,8,SSD,256,intel,integrated,14,windows
asus,Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),79970,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),23990,intel,celeron,2,2,8,SSD,64,intel,integrated,14,chrome
dell,Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),51487,intel,core i3,2,4,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990,amd,ryzen 5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
dell,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),56990,intel,core i3,6,8,8,SSD,256,intel,integrated,14,windows
hp,HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),342500,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,17.3,windows
zebronics,Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),39990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
zebronics,Zebronics ZEB-NBC 2S 2023 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),32990,intel,core i5,4,8,8,SSD,512,intel,integrated,15.6,windows
primebook,Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),12990,other,other,8,0,4,HDD,64,arm,integrated,11.6,other
acer,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),63999,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,15.6,windows
acer,Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),65990,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,15.6,windows
ultimus,Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),16490,intel,celeron,2,2,8,SSD,256,intel,integrated,14.1,windows
hp,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53190,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
zebronics,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),50990,intel,core i7,10,12,16,SSD,512,intel,integrated,15.6,windows
hp,HP Pavilion Plus 14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),92590,amd,ryzen 7,8,16,16,SSD,1024,amd,integrated,14,windows
hp,HP Omen 17-ck2008AX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 1TB SSD/ Win 11/ 12GB Graphics),259499,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,17.3,windows
hp,HP Omen 16-u0024TX Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),292999,intel,core i9,24,32,32,SSD,2048,nvidia,dedicated,16.1,windows
hp,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),165999,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,17.3,windows
hp,HP Omen 16-u0022TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),168500,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,16.1,windows
asus,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),85990,intel,core i5,12,16,8,SSD,512,nvidia,dedicated,17.3,windows
lenovo,Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),84990,intel,core i5,12,16,16,SSD,1024,intel,integrated,14,windows
lenovo,Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),80190,intel,core i5,12,16,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),109190,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,16,windows
lenovo,Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54190,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,15.6,windows
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54190,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,15.6,windows
asus,Asus CX1101CMA-GJ0004 Chromebook (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),14990,intel,celeron,2,2,4,HDD,32,intel,integrated,11.6,chrome
asus,Asus TUF Gaming F17 FX706HF-HX019W Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66718,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,17.3,windows
asus,Asus Vivobook 15 X1502ZA-EJ531WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),53990,intel,core i5,10,12,8,SSD,512,intel,integrated,15.6,windows
asus,Asus Chromebook 14 CX1400CKA-EK0266 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),20990,intel,celeron,2,2,8,SSD,128,intel,integrated,14,chrome
lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),78190,intel,core i5,10,12,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),39990,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,15.6,windows
dell,Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),61990,intel,core i5,10,12,8,SSD,512,intel,integrated,14,windows
hp,HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990,intel,core i3,6,8,8,SSD,512,intel,integrated,15.6,windows
lenovo,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),93190,intel,core i7,14,20,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo Legion Pro 5 82WM00B7IN Gaming Laptop ( AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),164190,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,16,windows
lenovo,Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),298990,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,16,windows
lenovo,Lenovo Legion Slim 5 82YA00DXIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),139190,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,16,windows
lenovo,Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70190,intel,core i5,8,12,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),103395,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,16,windows
lenovo,Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),39990,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,15.6,windows
msi,MSI CreatorPro Z16 HX B13VKTO-214IN Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ RTX 3000 Ada),449990,intel,core i9,24,32,4,SSD,2048,nvidia,dedicated,16,windows
lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),90000,intel,core i7,10,12,16,SSD,512,intel,integrated,14,windows
lenovo,Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),34990,intel,core i3,6,8,8,SSD,256,intel,integrated,15.6,windows
msi,MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),79990,amd,ryzen 7,8,16,16,SSD,512,amd,dedicated,15.6,windows
